unsupervised,ndcg,vector space input nnet,ndcg,bow input nnet,0,unsupervised vector diff,,unsupervised bow diff,,,
"quakers (kkellermailsasupennedu, keller)",0.335224007,"quakers (kkellermailsasupennedu, keller)",0.614349396,"quakers (kkellermailsasupennedu, ivy)",0.251447445,"quakers (kkellermailsasupennedu, ivy)",,"quakers (kkellermailsasupennedu, ivy)",0.083776562,,-0.279125389
"qualified (personnel, patients)",0.358819265,"qualified (qualify, sh)",0.706609588,"qualified (studies, property)",0.242853897,"qualified (studies, property)",,"qualified (studies, property)",0.115965368,,-0.347790323
"qualifies (petri, criticizing)",0.438697594,"qualifies (achieve, frame)",0.718248236,"qualifies (difficulties, prediction)",0.280025494,"qualifies (difficulties, prediction)",,"qualifies (difficulties, prediction)",0.1586721,,-0.279550642
"qualify (fringe, enlighten)",0.331448798,"qualify (qualified, variable)",0.557150468,"qualify (statistics, mechanisms)",0.289873699,"qualify (statistics, mechanisms)",,"qualify (statistics, mechanisms)",0.041575099,,-0.22570167
"qualities (batters, obliged)",0.38523195,"qualities (anyhow, ya)",0.558718648,"qualities (pursue, definately)",0.239071364,"qualities (pursue, definately)",,"qualities (pursue, definately)",0.146160586,,-0.173486698
"quality (products, cheap)",0.421061607,"quality (high, forth)",0.658141901,"quality (quickly, full)",0.242741269,"quality (quickly, full)",,"quality (quickly, full)",0.178320338,,-0.237080294
"quantities (tubes, labels)",0.344391853,"quantities (specialized, quran)",0.513412657,"quantities (sequence, sophisticated)",0.2098189,"quantities (sequence, sophisticated)",,"quantities (sequence, sophisticated)",0.134572953,,-0.169020804
"quantity (rigorous, excess)",0.465015398,"quantity (286, menu)",0.747079452,"quantity (exposure, principles)",0.250802782,"quantity (exposure, principles)",,"quantity (exposure, principles)",0.214212616,,-0.282064054
"quantum (density, modeling)",0.713582951,"quantum (killed, mostly)",0.734032325,"quantum (authority, mount)",0.439082674,"quantum (authority, mount)",,"quantum (authority, mount)",0.274500277,,-0.020449374
"quarter (spent, disgusted)",0.32393204,"quarter (40, distribution)",0.477549656,"quarter (mile, tail)",0.238096995,"quarter (mile, tail)",,"quarter (mile, tail)",0.085835045,,-0.153617616
"quarterly (inquiry, comprehensive)",0.283559484,"quarterly (lone, wagon)",0.471399197,"quarterly (generator, 5000)",0.240259434,"quarterly (generator, 5000)",,"quarterly (generator, 5000)",0.04330005,,-0.187839713
"quarters (mentality, mobile)",0.390495503,"quarters (vietnam, accessories)",0.491258884,"quarters (scores, outlined)",0.262772277,"quarters (scores, outlined)",,"quarters (scores, outlined)",0.127723226,,-0.100763381
"que (smythe, louisville)",0.442158622,"que (1939, 493)",0.755851338,"que (clark, obligated)",0.308112317,"que (clark, obligated)",,"que (clark, obligated)",0.134046305,,-0.313692716
"quebec (montreal, alberta)",0.314689767,"quebec (hextall, tight)",0.717682394,"quebec (priority, television)",0.250597627,"quebec (priority, television)",,"quebec (priority, television)",0.06409214,,-0.402992627
"queen (karma, guitar)",0.294678376,"queen (football, evidently)",0.446390597,"queen (monster, grants)",0.225742333,"queen (monster, grants)",,"queen (monster, grants)",0.068936043,,-0.151712221
"queens (beauchaine, bobbeviceicotekcom)",0.33223987,"queens (beauchaine, bobbeviceicotekcom)",0.434362209,"queens (investigators, moderately)",0.219343648,"queens (investigators, moderately)",,"queens (investigators, moderately)",0.112896222,,-0.102122339
"queries (replacements, screens)",0.507414962,"queries (proclaim, undocumented)",0.622834014,"queries (intact, beauty)",0.26014373,"queries (intact, beauty)",,"queries (intact, beauty)",0.247271232,,-0.115419052
"query (handbook, faqs)",0.334628065,"query (subscribe, reports)",0.630625542,"query (trivial, easiest)",0.226684966,"query (trivial, easiest)",,"query (trivial, easiest)",0.107943099,,-0.295997477
"quest (functional, construct)",0.813039223,"quest (targeted, friday)",0.858584506,"quest (straightforward, stays)",0.473822327,"quest (straightforward, stays)",,"quest (straightforward, stays)",0.339216896,,-0.045545283
"question (answer, whether)",0.434749366,"question (far, point)",0.759461222,"question (companies, modern)",0.299228351,"question (companies, modern)",,"question (companies, modern)",0.135521015,,-0.324711856
"questionable (hero, grind)",0.322020828,"questionable (europe, ca)",0.490954936,"questionable (hosts, theories)",0.240355841,"questionable (hosts, theories)",,"questionable (hosts, theories)",0.081664987,,-0.168934108
"questioned (appeal, aggression)",0.575769428,"questioned (failure, phenomenon)",0.64482549,"questioned (confronted, hypothetical)",0.219152415,"questioned (confronted, hypothetical)",,"questioned (confronted, hypothetical)",0.356617013,,-0.069056062
"questioning (believers, replaces)",0.461873749,"questioning (8bit, welcome)",0.676542945,"questioning (orange, protecting)",0.272974144,"questioning (orange, protecting)",,"questioning (orange, protecting)",0.188899605,,-0.214669196
"questions (ask, asked)",0.399147213,"questions (see, two)",0.554467594,"questions (forward, taking)",0.284413189,"questions (forward, taking)",,"questions (forward, taking)",0.114734024,,-0.155320381
"quick (careful, usual)",0.91805825,"quick (takes, taking)",0.871301416,"quick (route, comment)",0.37703632,"quick (route, comment)",,"quick (route, comment)",0.54102193,,0.046756834
"quicker (queries, wrist)",0.557371236,"quicker (cars, tends)",0.558344117,"quicker (wet, rear)",0.220682664,"quicker (wet, rear)",,"quicker (wet, rear)",0.336688572,,-0.000972881
"quickly (difficult, particularly)",0.331898649,"quickly (another, general)",0.521880851,"quickly (spend, quality)",0.219866722,"quickly (spend, quality)",,"quickly (spend, quality)",0.112031927,,-0.189982202
"quicktime (playback, hooks)",0.517088925,"quicktime (sumexaimstanfordedu, transparent)",0.621967028,"quicktime (sumexaimstanfordedu, modelling)",0.27760736,"quicktime (sumexaimstanfordedu, modelling)",,"quicktime (sumexaimstanfordedu, modelling)",0.239481565,,-0.104878103
"quiet (dust, erase)",0.421619032,"quiet (deserve, entire)",0.532359161,"quiet (feet, volume)",0.323674531,"quiet (feet, volume)",,"quiet (feet, volume)",0.097944501,,-0.110740129
"quietly (feared, situation)",0.436735111,"quietly (intercept, specific)",0.540233872,"quietly (reward, captured)",0.270024715,"quietly (reward, captured)",,"quietly (reward, captured)",0.166710396,,-0.103498761
"quit (hearing, cause)",0.274069442,"quit (period, disk)",0.499020048,"quit (dropped, sees)",0.246940048,"quit (dropped, sees)",,"quit (dropped, sees)",0.027129394,,-0.224950606
"quite (far, though)",0.556149332,"quite (say, lot)",0.588613348,"quite (whenever, entirely)",0.279312245,"quite (whenever, entirely)",,"quite (whenever, entirely)",0.276837087,,-0.032464016
"quotation (credibility, critique)",0.535688135,"quotation (queries, reinstall)",0.657049406,"quotation (consistency, heavens)",0.379694866,"quotation (consistency, heavens)",,"quotation (consistency, heavens)",0.155993269,,-0.121361271
"quotations (revenge, proponents)",0.584425508,"quotations (dunno, reactor)",0.634964934,"quotations (fundamentalist, truths)",0.257069425,"quotations (fundamentalist, truths)",,"quotations (fundamentalist, truths)",0.327356083,,-0.050539426
"quote (claiming, wrong)",0.399385634,"quote (determine, longer)",0.624186585,"quote (necessarily, states)",0.285423334,"quote (necessarily, states)",,"quote (necessarily, states)",0.1139623,,-0.224800951
"quoted (practice, cited)",0.312170857,"quoted (comment, difficulty)",0.689992642,"quoted (follows, alternative)",0.211292024,"quoted (follows, alternative)",,"quoted (follows, alternative)",0.100878833,,-0.377821785
"quotes (minds, dead)",0.346060785,"quotes (extended, damage)",0.593545144,"quotes (lay, bench)",0.206887493,"quotes (lay, bench)",,"quotes (lay, bench)",0.139173292,,-0.247484359
"quoting (speculation, insult)",0.29089669,"quoting (enterprise, converter)",0.483508717,"quoting (holy, irrelevant)",0.233476428,"quoting (holy, irrelevant)",,"quoting (holy, irrelevant)",0.057420262,,-0.192612027
"quran (muslims, muslim)",0.353271364,"quran (quantities, barrel)",0.589582951,"quran (kenneth, rejects)",0.233615677,"quran (kenneth, rejects)",,"quran (kenneth, rejects)",0.119655687,,-0.236311587
"r3 (proceedings, xdm)",0.363379178,"r3 (n2, queries)",0.478583541,"r3 (contrib, sparcstation)",0.224355656,"r3 (contrib, sparcstation)",,"r3 (contrib, sparcstation)",0.139023522,,-0.115204363
"r4 (r5, mit)",0.362628455,"r4 (pex, iisi)",0.489834125,"r4 (toplevel, xsun)",0.205885257,"r4 (toplevel, xsun)",,"r4 (toplevel, xsun)",0.156743198,,-0.12720567
"r5 (redraw, r4)",0.40387219,"r5 (republican, 700)",0.639319274,"r5 (compose, moderated)",0.467089543,"r5 (compose, moderated)",,"r5 (compose, moderated)",-0.063217353,,-0.235447084
"ra (sensible, traded)",0.578550551,"ra (jpl, greg)",0.755755946,"ra (tossed, matched)",0.334750216,"ra (tossed, matched)",,"ra (tossed, matched)",0.243800335,,-0.177205395
"race (treated, generations)",0.525196395,"race (121, disappeared)",0.716121279,"race (weak, helps)",0.369106206,"race (weak, helps)",,"race (weak, helps)",0.156090189,,-0.190924884
"races (anniversary, killers)",0.595798892,"races (mathematics, rose)",0.653512632,"races (partners, girls)",0.364937603,"races (partners, girls)",,"races (partners, girls)",0.230861289,,-0.05771374
"rachel (1952, dodge)",0.416409451,"rachel (dunn, rawlinson)",0.58423147,"rachel (systematic, aspirations)",0.272972098,"rachel (systematic, aspirations)",,"rachel (systematic, aspirations)",0.143437353,,-0.167822019
"racial (minority, discrimination)",0.327240094,"racial (discrimination, expected)",0.544101479,"racial (fringe, punish)",0.219187688,"racial (fringe, punish)",,"racial (fringe, punish)",0.108052406,,-0.216861385
"racing (honda, kawasaki)",0.437616122,"racing (ethics, charts)",0.485600552,"racing (habits, lbs)",0.249322269,"racing (habits, lbs)",,"racing (habits, lbs)",0.188293853,,-0.04798443
"racism (coaches, racial)",0.261520601,"racism (boulder, empty)",0.39885286,"racism (rays, investigator)",0.194988467,"racism (rays, investigator)",,"racism (rays, investigator)",0.066532134,,-0.137332259
"racist (israelis, hatred)",0.326810122,"racist (correspondence, regulated)",0.544562713,"racist (demand, stopping)",0.228148294,"racist (demand, stopping)",,"racist (demand, stopping)",0.098661828,,-0.217752591
"rack (flashing, definately)",0.488406149,"rack (land, differs)",0.596826723,"rack (mixed, revised)",0.330965921,"rack (mixed, revised)",,"rack (mixed, revised)",0.157440228,,-0.108420574
"radar (detector, detectors)",0.518969937,"radar (police, distant)",0.566521526,"radar (warnings, straightforward)",0.27400856,"radar (warnings, straightforward)",,"radar (warnings, straightforward)",0.244961377,,-0.047551589
"radiation (carbon, kits)",0.546950982,"radiation (assumes, buildings)",0.558082986,"radiation (mild, train)",0.269576355,"radiation (mild, train)",,"radiation (mild, train)",0.277374627,,-0.011132004
"radical (invoked, deserve)",0.384965592,"radical (detailing, surprisingly)",0.460063762,"radical (theories, deals)",0.254100228,"radical (theories, deals)",,"radical (theories, deals)",0.130865364,,-0.07509817
"radically (outcome, cultural)",0.304088659,"radically (preference, wide)",0.714349774,"radically (spin, obtaining)",0.251065524,"radically (spin, obtaining)",,"radically (spin, obtaining)",0.053023135,,-0.410261115
"radio (ham, listening)",0.429759203,"radio (mode, employed)",0.594967467,"radio (internal, gives)",0.273007373,"radio (internal, gives)",,"radio (internal, gives)",0.15675183,,-0.165208264
"radioactive (contamination, pollution)",0.397250715,"radioactive (fade, billboard)",0.533979092,"radioactive (classical, journals)",0.277777202,"radioactive (classical, journals)",,"radioactive (classical, journals)",0.119473513,,-0.136728377
"radios (taurus, aryan)",0.343551886,"radios (aryan, taurus)",0.595099153,"radios (automotive, coach)",0.233779055,"radios (automotive, coach)",,"radios (automotive, coach)",0.109772831,,-0.251547267
"radius (circumference, mcwilliams)",0.343388111,"radius (circumference, mcwilliams)",0.600868242,"radius (cautious, purchases)",0.271474373,"radius (cautious, purchases)",,"radius (cautious, purchases)",0.071913738,,-0.257480131
"rage (priests, knife)",0.277043048,"rage (crush, cross)",0.396699818,"rage (teacher, drawn)",0.297252596,"rage (teacher, drawn)",,"rage (teacher, drawn)",-0.020209548,,-0.11965677
"raid (batf, staged)",0.339110924,"raid (merits, readme)",0.514555811,"raid (sa, hospital)",0.250085167,"raid (sa, hospital)",,"raid (sa, hospital)",0.089025757,,-0.175444887
"raiders (astros, blackhawks)",0.481881402,"raiders (mariners, astros)",0.524403834,"raiders (padres, hernandez)",0.292725976,"raiders (padres, hernandez)",,"raiders (padres, hernandez)",0.189155426,,-0.042522432
"raids (laughter, dawn)",0.370174477,"raids (offset, atomic)",0.666670005,"raids (aggression, spur)",0.297653837,"raids (aggression, spur)",,"raids (aggression, spur)",0.07252064,,-0.296495528
"rail (1970s, clearing)",0.515318553,"rail (nights, violating)",0.743569473,"rail (chains, robust)",0.273263192,"rail (chains, robust)",,"rail (chains, robust)",0.242055361,,-0.22825092
"rain (deposit, twenty)",0.436966758,"rain (halt, bag)",0.544800623,"rain (careful, suffice)",0.280763168,"rain (careful, suffice)",,"rain (careful, suffice)",0.15620359,,-0.107833865
"rainer (xsun, ipc)",0.507486034,"rainer (olwm, esdi)",0.675252708,"rainer (unconstitutional, executable)",0.526477417,"rainer (unconstitutional, executable)",,"rainer (unconstitutional, executable)",-0.018991383,,-0.167766674
"raining (hooks, impaired)",0.345239955,"raining (begging, vehicle)",0.677942894,"raining (birthday, crashed)",0.254270495,"raining (birthday, crashed)",,"raining (birthday, crashed)",0.09096946,,-0.332702939
"raise (go, worry)",0.835648561,"raise (higher, cause)",0.843816609,"raise (making, rate)",0.393118534,"raise (making, rate)",,"raise (making, rate)",0.442530027,,-0.008168048
"raised (raise, revealed)",0.378849077,"raised (thank, ice)",0.570734065,"raised (clearly, decide)",0.313166825,"raised (clearly, decide)",,"raised (clearly, decide)",0.065682252,,-0.191884988
"raises (criticizing, bothers)",0.336244953,"raises (comment, removal)",0.516875462,"raises (communities, survey)",0.245149258,"raises (communities, survey)",,"raises (communities, survey)",0.091095695,,-0.180630509
"raising (suits, verse)",0.363688096,"raising (atmospheric, nearby)",0.587404032,"raising (tendency, monster)",0.236519206,"raising (tendency, monster)",,"raising (tendency, monster)",0.12716889,,-0.223715936
